app_http_response_code,app_request_latency_ms,app_throughput_kbps,node_cpu_seconds_total,node_load_1m,node_load_5m,node_load_15m,node_memory_MemTotal_bytes,node_memory_MemAvailable_bytes,node_swap_utilization,node_disk_read_bytes_total,node_disk_written_bytes_total,node_disk_reads_completed_total,node_disk_read_time_seconds_total,node_network_receive_bytes_total,node_network_transmit_bytes_total,node_network_dropped_packets,node_network_transmit_errors,container_cpu_usage_seconds_total,container_memory_working_set_bytes,container_fs_usage_bytes,container_rx_bytes,container_tx_bytes,kube_pod_container_status_restarts_total,pod_ready_status,pod_scheduling_latency_ms,os_cpu_time,os_cpu_util_percentage,os_memory_usage_mb,os_memory_resident_mb,os_disk_read_bytes_rate,os_disk_write_bytes_rate,os_disk_read_requests_rate,os_disk_write_requests_rate,os_network_incoming_bytes_rate,os_network_outgoing_bytes_rate,os_network_packet_drop_rate,os_hypervisor_vcpus_total,os_hypervisor_vcpus_used,os_hypervisor_memory_mb_total,os_hypervisor_memory_mb_used,os_hypervisor_local_gb_total,os_hypervisor_local_gb_used,os_api_response_latency_ms,os_rabbitmq_queue_depth,os_haproxy_connections,mist_time_to_connect_ms,mist_coverage_score,mist_capacity_score,mist_roaming_score,mist_ap_cpu_utilization,mist_ap_memory_utilization,mist_ap_uptime_seconds,mist_ap_temperature_c,mist_channel_utilization_24ghz,mist_channel_utilization_5ghz,mist_channel_utilization_6ghz,mist_noise_floor_dbm,mist_rf_retries_percent,mist_client_rssi,mist_client_snr,mist_client_tx_bytes,mist_client_rx_bytes,mist_client_throughput_kbps,mist_client_connection_state,Root_Cause_Fault_Label
200,102.1104,11116.2053,10258.4886,2.1937,1.9278,1.673,16720404480,6857996890.0458,0.0067,6844650242.261,1758797389.213,114286.03,5010.6824,1015428693.4949,550479082.5102,0.4593,0.1506,2096.2284,236431683.4118,9999046.734,275543.5326,274718.1059,0,1,27.9408,6378.8367,42.476,9861.9615,14422.4995,10454.797,198560.915,871.9896,16547.3867,324242.8061,323211.872,0.0954,64,16,128000,9861.9615,1000,278.7806,48.9256,0.4109,59.5386,545.7882,98.6027,96.8098,97.6053,22.6438,40.0802,86550,46.4052,11.414,21.0906,5.9412,-95.3069,5.0543,-55.528,35.1381,1506396.1721,25087681.2978,12410.746,1,No_Fault
200,100.8869,11790.4352,10189.7775,2.1804,1.9906,1.7329,16720404480,6819969298.2151,0.0014,6844507220.8077,1755959378.5354,114012.43,4998.3386,1015467405.9128,550482074.8666,0.3141,0.1046,2249.3103,234515549.4901,9999761.7762,279028.9883,274941.1752,0,1,27.4932,6450.9118,43.0252,9899.9833,14406.487,10317.0328,195789.3399,859.7633,16316.6992,328172.0571,323538.4514,0.0517,64,17,128000,9899.9833,1000,279.2994,47.9776,1.9851,57.5479,504.8426,98.8207,95.9658,97.8696,22.6487,41.3047,86565,46.9383,11.0486,22.0154,6.3192,-92.4194,4.3711,-55.2342,37.684,1492980.79,25080209.4324,12976.1779,1,No_Fault
200,101.7332,11496.6729,10244.0887,2.4282,2.2116,1.9505,16720404480,6819553010.3379,0.0038,6844343708.6387,1752974932.8624,113692.2294,4981.0043,1015481361.8487,550501551.977,0.157,0.2236,2064.9762,233652527.1873,10000303.2292,280035.4806,276517.4266,0,1,27.8178,6595.0352,44.0166,9900.4632,14492.8597,10155.6134,192876.3974,846.8453,16073.7396,329567.2703,325394.8435,0.0991,64,17,128000,9900.4632,1000,277.9951,51.5114,1.0329,52.778,527.6812,98.9416,95.4215,97.5411,23.4455,43.2223,86580,47.4789,11.8516,22.7216,6.4351,-92.4111,4.7093,-60.7352,37.5264,1509719.222,25091358.8295,12575.0453,1,No_Fault
200,105.6712,11600.9312,10223.3858,2.3286,2.1246,1.7926,16720404480,6775767713.0759,0.0091,6844426320.3393,1754658545.4135,113857.5192,4990.6129,1015466670.0104,550505882.1393,0.469,0.1886,1851.9474,233131823.5681,10000073.7517,278834.8294,276995.8664,0,1,24.0279,6512.3363,43.3662,9944.3746,14492.7781,10237.3377,194520.3149,853.8914,16210.9356,328027.4767,325944.1768,0.1461,64,18,128000,9944.3746,1000,276.8103,49.5476,1.8784,52.8255,521.6925,98.5917,95.7087,97.1937,23.9973,41.0653,86595,46.9622,11.0388,22.8973,5.9248,-93.7065,4.4406,-59.6794,36.3894,1491517.0774,25048206.9477,12865.0294,1,No_Fault
200,106.8114,11484.7924,10259.9935,2.3316,2.1214,1.768,16720404480,6726581419.4266,0.0025,6844385601.7464,1754117914.347,113771.3175,4985.0018,1015465282.0142,550466018.6157,0.5772,0.2331,2070.6525,237766734.4688,9999972.7109,278750.0257,273734.9062,0,1,26.746,6520.5389,43.5165,9993.348,14539.1515,10197.8694,193991.57,850.7689,16166.7196,327873.7729,321970.8653,0.1075,64,17,128000,9993.348,1000,276.5329,51.0244,1.8941,59.6147,532.5248,98.7195,96.9787,97.9328,23.6288,43.5762,86610,46.7702,12.6641,21.8393,6.4425,-95.323,4.8001,-60.4559,34.4816,1502270.115,25016796.9944,12581.0604,1,No_Fault
200,106.8481,10697.945,10228.8635,2.2289,1.9889,1.869,16720404480,6731659441.7327,0.0043,6844642633.9181,1758474247.5788,114278.997,5010.8078,1015400728.0017,550471971.5472,0.088,0.2048,1964.4379,237444249.5705,9999803.5873,273393.632,274263.9281,0,1,27.0085,6581.1967,43.8811,9988.3032,14552.3505,10448.1943,198245.2083,870.7944,16520.8229,321533.5561,322586.5105,0.0759,64,16,128000,9988.3032,1000,283.565,50.0879,0.2287,55.7681,537.5322,98.8807,97.6988,97.237,23.6851,43.337,86625,45.8434,11.8636,22.6718,6.4094,-95.8353,4.9042,-59.7713,34.4866,1490628.4763,25011565.9004,11912.2325,1,No_Fault
200,105.3884,10791.8439,10244.5252,2.1547,1.865,1.7301,16720404480,6749738854.244,0.0097,6844743677.4881,1760405574.535,114471.6744,5021.6042,1015394161.2317,550453104.8531,0.4458,0.1526,1866.6597,234958822.8404,9999382.0402,272868.6578,272545.746,0,1,28.6174,6486.3562,43.231,9970.5186,14410.709,10547.8074,200132.4793,879.0703,16678.2388,320934.8064,320686.1709,0.1162,64,18,128000,9970.5186,1000,284.3124,48.367,0.2927,52.3966,528.6254,98.8893,96.1719,97.6121,23.2547,40.9241,86640,45.9711,11.8731,22.2423,5.5463,-93.7623,4.6536,-58.7845,37.292,1494223.9259,24914234.6262,12167.6294,1,No_Fault
200,101.0902,11383.4548,10217.8355,2.0961,1.8383,1.7566,16720404480,6772293962.4841,0.0042,6844887014.6506,1763340470.4081,114755.382,5035.9642,1015440387.7409,550528993.6337,0.442,0.1668,1654.0549,230760717.1932,10000895.2696,276674.6496,278850.3965,0,1,26.6037,6448.3687,42.9411,9947.8558,14451.0215,10686.0775,202998.4365,891.1479,16917.1526,325515.3146,328167.7198,0.073,64,17,128000,9947.8558,1000,276.447,47.8739,1.795,57.7777,525.8769,98.9736,96.0091,97.5484,24.1826,42.7667,86655,46.0368,12.8673,21.5541,6.1177,-95.0304,4.6278,-56.6375,36.3111,1490366.8517,24921272.8373,12605.3982,1,No_Fault
200,106.9409,10962.5191,10234.2408,2.0969,1.9673,1.609,16720404480,6777237909.8086,0.001,6844905261.0964,1763610713.0037,114788.2977,5038.1975,1015424145.9935,550504329.0159,0.4935,0.0881,1680.4271,226064323.6704,9999188.9841,275421.2048,276742.9414,0,1,28.5843,6495.8091,43.2621,9942.6947,14530.1426,10704.5334,203262.4575,892.6474,16939.1525,323932.1881,325691.983,0.0424,64,17,128000,9942.6947,1000,279.136,51.0447,1.6247,53.3672,520.4636,98.9955,95.9848,97.248,23.7896,43.988,86670,46.5629,11.1312,22.0782,5.6675,-94.7639,4.4305,-58.63,36.4768,1496303.3987,24949977.4249,12376.508,1,No_Fault
200,104.3182,10999.9273,10241.0475,2.1187,1.9869,1.7312,16720404480,6824072930.0704,0.0025,6844713649.3698,1760130388.2425,114414.0057,5018.4738,1015444095.2865,550467108.091,0.2379,0.1115,1830.6205,221649068.7639,10000996.8376,276883.165,273772.0043,0,1,26.9836,6536.4919,43.5877,9896.2918,14488.211,10517.4476,199862.7389,876.612,16655.9248,325768.3004,321987.4311,0.01,64,17,128000,9896.2918,1000,284.7809,49.9302,1.7197,53.3831,507.7268,98.8252,96.9338,97.2579,23.7163,40.4706,86685,47.1574,12.7988,21.7664,5.9181,-92.9285,4.1939,-57.175,35.2454,1507421.3208,25034731.9401,12334.7115,1,No_Fault
200,104.7014,11048.4636,10227.6519,2.2114,2.0801,1.7445,16720404480,6864089737.4447,0.0064,6844476886.7496,1755808714.8212,113950.8135,4995.686,1015442302.2267,550492219.8425,0.4471,0.0865,1943.2527,222014671.0956,10000772.7471,276912.8598,275927.9215,0,1,23.7554,6662.085,44.4702,9855.8906,14319.0293,10286.8294,195642.536,857.7686,16303.6468,325670.4778,324530.5834,0.0274,64,18,128000,9855.8906,1000,279.3078,51.6344,1.0827,54.9271,520.2406,98.8764,96.6478,97.4872,24.14,42.3577,86700,46.8578,12.3385,22.0598,6.2758,-95.0092,4.4433,-59.5811,35.4739,1502824.7115,25057963.6757,12164.2115,1,No_Fault
200,105.4498,10763.5968,10223.349,2.2865,1.9866,1.7982,16720404480,6863803917.1238,0.0068,6844244881.2884,1751036666.5538,113502.5607,4971.8476,1015414931.2842,550539151.503,0.3248,0.1155,2157.618,226422836.6344,9999666.5599,274500.8126,279807.9846,0,1,27.7591,6537.9434,43.616,9856.262,14403.0716,10059.0446,190982.7749,838.2869,15915.391,322899.3517,329145.2383,0.01,64,18,128000,9856.262,1000,283.9234,51.0726,0.2278,57.2655,528.1667,98.5415,96.92,97.9335,23.8206,40.1591,86715,46.3389,11.415,21.8297,6.3897,-94.9479,4.6879,-58.1593,34.2951,1497373.5315,25091651.5734,12131.7871,1,No_Fault
200,103.6466,11410.9585,10231.6747,2.1031,1.9439,1.6301,16720404480,6871481169.1952,0.0069,6844210567.0836,1750611355.4154,113436.4251,4966.7473,1015468362.2155,550554520.7351,0.4403,0.1043,2060.9743,222745921.7041,9999153.984,278877.0474,281067.1421,0,1,25.4825,6344.9368,42.3016,9848.7603,14270.5466,10026.2673,190567.087,835.7398,15881.2618,328178.6152,330773.0181,0.0235,64,17,128000,9848.7603,1000,281.0695,48.3697,0.8506,58.3588,527.693,98.5145,95.9081,97.2907,23.8064,43.0637,86730,45.7987,11.9341,21.3686,5.7538,-95.2583,4.6582,-55.0609,34.0833,1509081.2024,24989433.8501,12777.6526,1,No_Fault
200,101.3892,10870.4341,10223.7487,2.0332,1.8444,1.6741,16720404480,6853484916.937,0.0025,6844446626.3525,1754981306.3339,113897.9124,4991.0514,1015421061.9068,550528895.4585,0.0745,0.0602,1915.643,219022473.7317,9999973.0105,274970.9317,278885.7995,0,1,23.4002,6249.2042,41.7011,9866.6368,14351.9405,10256.4959,194835.8479,855.1444,16236.8056,323460.2767,328214.5037,0.0386,64,18,128000,9866.6368,1000,280.887,50.0619,1.3514,53.1887,517.748,98.8405,96.596,97.2586,23.2374,42.2069,86745,46.1349,11.9742,22.5194,6.4252,-93.463,4.5588,-60.9587,37.0093,1505241.3453,25074642.0417,12161.0393,1,No_Fault
200,101.866,11253.0406,10200.2562,2.3245,2.1385,1.8734,16720404480,6840432420.5874,0.0073,6844266294.0984,1751524298.3083,113536.4971,4976.1345,1015487135.4579,550471847.9139,0.156,0.0358,2038.1038,216937286.006,9999148.0814,280641.0993,274166.2341,0,1,27.2316,6079.2644,40.5042,9879.7847,14445.2672,10080.4549,191458.9909,840.5346,15955.2624,330056.0669,322440.6224,0.0476,64,18,128000,9879.7847,1000,277.9806,46.286,0.5339,55.7247,513.5699,98.9531,96.8429,97.1913,22.9053,40.4472,86760,47.1836,12.3067,21.0336,5.7603,-93.8783,4.342,-60.6703,37.2652,1493635.9175,25017381.659,12552.1169,1,No_Fault
200,105.2361,10952.9744,10164.1661,2.0503,1.8775,1.618,16720404480,6871129736.3076,0.0043,6844499793.0105,1756162205.7317,113998.3373,4998.9287,1015407864.9751,550528653.459,0.2438,0.2257,2053.1773,221133681.7878,10000693.8638,273769.091,278917.6141,0,1,28.5974,6105.778,40.7559,9848.9588,14275.0291,10308.4877,195988.9042,859.3024,16332.4134,322195.6775,328103.2928,0.0944,64,18,128000,9848.9588,1000,276.1921,49.7344,0.516,51.8921,508.7527,98.757,95.9394,97.3887,22.78,42.054,86775,46.9839,12.4703,21.7778,5.9332,-92.8615,4.346,-55.7748,36.1626,1500309.4574,25076750.7356,12268.52,1,No_Fault
200,106.8201,11251.9393,10220.1673,2.1667,1.9725,1.6989,16720404480,6874129097.8563,0.0087,6844440112.7465,1755146092.943,113883.2527,4991.5473,1015393972.3919,550540641.6163,0.3347,0.1986,2108.113,219480004.634,10000890.1354,272603.092,280097.5085,0,1,29.1487,5927.0108,39.5735,9845.8757,14315.9411,10250.3432,194995.6098,855.0488,16249.6603,320760.0955,329475.5866,0.1412,64,15,128000,9845.8757,1000,279.14,49.0126,1.004,54.7191,507.4404,98.773,97.4659,97.5212,23.5686,40.9211,86790,46.5576,12.439,22.9337,6.0163,-93.2137,4.1424,-59.8435,35.5756,1495284.1573,25086210.8133,12543.3692,1,No_Fault
200,103.2969,11189.134,10191.9389,2.2109,2.0474,1.7812,16720404480,6898120374.1543,0.0012,6844708030.9763,1759726740.9422,114400.5006,5018.7263,1015470996.9441,550456869.8264,0.532,0.2106,2318.2198,219248090.583,10000090.5387,279225.4102,272899.481,0,1,25.7438,5938.8291,39.5296,9821.89,14260.8818,10511.8814,199469.2603,876.9232,16622.4959,328570.3225,320976.6446,0.1324,64,16,128000,9821.89,1000,277.3288,46.4351,0.9886,56.7005,516.6478,98.8106,96.3379,97.9926,22.8849,40.9226,86805,47.2387,11.1741,21.6223,6.4035,-92.9555,4.4202,-60.1296,36.777,1501251.449,25042280.5696,12425.4732,1,No_Fault
200,100.8924,11430.3181,10224.3796,2.2222,2.0182,1.826,16720404480,6874680605.1278,0.0099,6844866200.7589,1763253807.5786,114714.1425,5031.8905,1015491854.8056,550466339.9495,0.5395,0.0708,2162.2557,221271025.3104,10000518.7316,280947.8228,273610.7126,0,1,25.6635,5945.3784,39.685,9845.5936,14345.565,10667.2477,202912.9906,889.6774,16909.6686,330541.7116,321951.0544,0.0872,64,15,128000,9845.5936,1000,283.0022,46.2866,1.3273,56.8587,522.5564,98.5835,98.1837,97.3416,22.8217,42.3446,86820,46.5137,12.0082,22.2408,5.7902,-95.7317,4.4626,-58.9343,34.7722,1504791.7353,24944716.3118,12652.6603,1,No_Fault
200,104.9223,11927.1276,10220.7834,2.1877,2.0263,1.8432,16720404480,6850372052.9801,0.003,6845003943.7871,1765646081.7386,114981.7027,5047.7842,1015460517.2735,550549731.9488,0.5414,0.123,2284.4295,216403761.6954,10000950.8514,278369.5008,280750.0319,0,1,25.2135,5865.4835,39.0915,9869.9937,14275.8819,10802.0391,205248.8484,900.9531,17105.0091,327455.8925,330206.0745,0.1269,64,16,128000,9869.9937,1000,283.7663,45.9266,1.1872,58.0834,485.3847,98.6997,98.0977,97.1361,23.5827,40.7854,86835,45.8075,11.5347,21.733,6.187,-92.9849,3.915,-58.1381,35.6176,1492883.5049,24953102.9877,13086.0502,1,No_Fault
200,101.8197,11554.0185,10242.9802,2.2106,2.0078,1.7504,16720404480,6896400520.2305,0.0026,6845010845.5007,1765550121.2671,114997.1891,5049.1575,1015476220.547,550508432.7253,0.2133,0.047,2228.437,215846476.2146,9999034.2341,279723.1573,277248.4768,0,1,27.7099,5893.2893,39.2462,9823.7465,14384.3318,10807.7791,205156.7372,901.5385,17097.3197,329142.0045,326162.7648,0.0792,64,15,128000,9823.7465,1000,275.2555,46.8061,0.0981,50.6904,510.2298,98.6837,97.0177,97.2907,23.8438,42.3714,86850,47.3978,12.7682,22.1801,5.9491,-95.4845,4.3408,-59.3926,37.6016,1493909.8383,25006291.8423,12857.7524,1,No_Fault
200,97.6587,11324.1848,10207.1848,2.1754,1.8635,1.6428,16720404480,6944727381.2738,0.0056,6845009551.1186,1765554289.4351,114989.7545,5046.3519,1015463737.8628,550505589.587,0.4521,0.1291,2252.3661,215039110.9452,10000182.2023,278752.8853,277019.0518,0,1,27.2489,5658.0683,37.7594,9775.3011,14343.6028,10807.0462,205159.863,900.9222,17097.5774,327834.687,325790.1051,0.0793,64,17,128000,9775.3011,1000,284.7091,48.0796,0.3475,51.8714,451.1081,98.9674,98.9485,97.3465,23.6045,42.2912,86865,45.8848,11.5298,22.3034,5.9597,-95.4606,3.3501,-55.6803,36.6105,1509983.2777,24913676.3022,12699.4924,1,No_Fault
200,98.6897,11650.0873,10166.2655,2.0583,1.7667,1.5768,16720404480,6919480885.9079,0.0035,6844954676.4982,1764799087.7413,114885.854,5042.6371,1015417609.3013,550485945.8992,0.4389,0.1968,2435.5189,215112996.0576,10000442.8159,274663.684,275362.7594,0,1,27.2303,5621.0388,37.5266,9800.7622,14314.151,10752.7132,204421.7325,896.1278,17036.0192,323177.0931,324015.5981,0.0737,64,15,128000,9800.7622,1000,275.47,47.2215,0.5859,51.6928,481.3429,98.8664,99.306,97.0806,22.9129,40.9251,86880,47.0877,11.5833,21.9017,6.2782,-94.2492,3.7748,-55.8969,35.885,1491770.6012,25087663.7532,13158.7809,1,No_Fault
200,96.4387,12055.4349,10208.5536,1.9335,1.6809,1.6216,16720404480,6869591223.9754,0.0005,6844699281.2234,1760100932.4303,114390.5137,5017.6721,1015476534.7982,550483858.5976,0.4451,0.0791,2235.6412,214482774.2218,9999446.3649,279659.4633,275095.5838,0,1,27.0791,5800.6841,38.6569,9850.7548,14342.5921,10503.1271,199834.5498,876.2539,16653.2851,329104.7581,323739.2484,0.0568,64,17,128000,9850.7548,1000,283.5101,48.8023,1.5103,53.8252,460.8112,98.8626,98.4205,97.5626,22.9356,40.5962,86895,45.5995,12.8065,21.2516,5.548,-93.8821,3.3768,-60.158,36.7898,1504474.3448,24988972.9381,13602.0366,1,No_Fault
200,95.8847,11712.9751,10159.0236,2.0342,1.7531,1.6108,16720404480,6863721621.8746,0.0041,6844621447.8138,1758352639.3476,114232.1802,5008.7597,1015478715.8376,550552414.8148,0.5368,0.0438,2077.1989,209777292.4697,10000763.6651,279872.3639,280996.3383,0,1,25.7087,5887.3246,39.269,9856.647,14267.7188,10427.8856,198128.063,869.2643,16511.0276,329231.1358,330531.7758,0.0514,64,15,128000,9856.647,1000,275.2524,47.8937,0.1818,59.0971,485.2886,98.5767,98.408,97.1449,21.9792,41.7822,86910,45.6412,11.7649,22.1768,5.6695,-92.7201,4.0335,-58.5135,34.0152,1495114.1687,25092005.3366,12878.789,1,No_Fault
200,100.8582,11336.5606,10184.9178,1.9485,1.7428,1.4818,16720404480,6814225638.7655,0.0068,6844615735.7403,1758440735.6278,114224.9474,5007.6021,1015405824.8281,550545838.2255,0.152,0.2036,2185.7673,208198572.4554,10000470.7995,273875.7956,280321.9545,0,1,23.584,5724.0125,38.2021,9905.7077,14338.8394,10422.2267,198212.6105,868.9997,16518.6682,322123.7682,329869.9906,0.01,64,16,128000,9905.7077,1000,284.871,46.1256,1.5522,52.5736,489.0136,98.5865,98.6054,97.5642,21.9828,42.332,86925,46.8969,12.3327,21.0563,6.425,-92.5685,3.8474,-55.0446,37.0758,1507289.2449,24972308.7935,12499.7006,1,No_Fault
