Timestamp,node_cpu_seconds_total,node_load_1m,node_load_5m,node_load_15m,node_memory_MemTotal_bytes,node_memory_MemAvailable_bytes,node_swap_utilization,node_disk_read_bytes_total,node_disk_written_bytes_total,node_disk_reads_completed_total,node_disk_read_time_seconds_total,node_network_receive_bytes_total,node_network_transmit_bytes_total,node_network_dropped_packets,node_network_transmit_errors,container_cpu_usage_seconds_total,container_memory_working_set_bytes,container_fs_usage_bytes,container_rx_bytes,container_tx_bytes,kube_pod_container_status_restarts_total,pod_ready_status,pod_scheduling_latency_ms,os_cpu_time,os_cpu_util_percentage,os_memory_usage_mb,os_memory_resident_mb,os_disk_read_bytes_rate,os_disk_write_bytes_rate,os_disk_read_requests_rate,os_disk_write_requests_rate,os_network_incoming_bytes_rate,os_network_outgoing_bytes_rate,os_network_packet_drop_rate,os_hypervisor_vcpus_total,os_hypervisor_vcpus_used,os_hypervisor_memory_mb_total,os_hypervisor_memory_mb_used,os_hypervisor_local_gb_total,os_hypervisor_local_gb_used,os_api_response_latency_ms,os_rabbitmq_queue_depth,os_haproxy_connections,mist_time_to_connect_ms,mist_coverage_score,mist_capacity_score,mist_roaming_score,mist_ap_cpu_utilization,mist_ap_memory_utilization,mist_ap_uptime_seconds,mist_ap_temperature_c,mist_channel_utilization_24ghz,mist_channel_utilization_5ghz,mist_channel_utilization_6ghz,mist_noise_floor_dbm,mist_rf_retries_percent,mist_client_rssi,mist_client_snr,mist_client_tx_bytes,mist_client_rx_bytes,mist_client_throughput_kbps,mist_client_connection_state,Fault_Label
2026-05-04T07:47:21Z,12150,24.723863931754686,0.31,0.4,4101849088,3042578432,0.0,0,0,0,1.2731410909986005,0,0,0,0,450,250000000,10000000,150015,120416,0,1,11.549590665525013,9555.634743292583,95.55634743292583,6403,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,9810.139870403113,0,50,381.55211106497774,99.58066779403802,100,97.29582167631814,15.41265688571744,40.139626944550685,86550,45.971890148847265,9.047135160417135,24.077854828400348,4.030036143427154,-95,2.8683592417384354,-50.55442596266212,44.44557403733788,5100000,15300000,893.2837516613346,1,OS_CPU_Exhaustion
2026-05-04T07:47:39Z,12165,19.145821380304746,0.3,0.4,4101849088,3027546112,0.0,0,0,0,1.2883073111405212,0,0,0,0,455,250000000,10000000,150646,120181,0,1,16.299858046441656,9642.406447465155,96.42406447465154,6419,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,6118.161139330543,0,49,467.70109521498364,98.99566597849731,100,97.96813483438572,14.465478821348865,40.229402706294465,86565,45.53553800024418,6.713015844512723,15.703015321314894,4.760986537241367,-95,2.96783521981635,-57.41241837826513,37.58758162173487,5110000,15330000,344.1487994426574,1,OS_CPU_Exhaustion
2026-05-04T07:47:59Z,12180,23.36155462089341,0.32,0.4,4101849088,3012177920,0.0,0,0,0,1.2403139546322335,0,0,0,0,460,250000000,10000000,150567,120137,0,1,16.17205995759627,9807.210682374522,98.07210682374522,6490,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,5423.13285915995,0,40,285.30338277840247,99.80562172300701,100,96.21329737931309,16.636152892191593,39.124392726360526,86580,45.29761401680236,12.14596683915915,23.435360295406323,4.437216974455892,-95,1.6482018271629475,-57.29828214047298,37.70171785952702,5120000,15360000,954.739154229997,1,OS_CPU_Exhaustion
2026-05-04T07:48:17Z,12195,22.754387036615107,0.29,0.39,4101849088,3026542592,0.0,0,0,0,1.2331898274014899,0,0,0,0,465,250000000,10000000,150857,120951,0,1,16.823458292961366,9743.453536070112,97.43453536070112,6435,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,5100.27277639179,0,46,311.81380571886467,99.38614112437303,100,98.23972903962883,13.762597466207165,41.40870563821142,86595,45.86034825072214,11.129289576712784,17.724795916483657,4.5673957048328315,-95,1.1700486348091657,-51.603604281038464,43.396395718961536,5130000,15390000,529.7330623057162,1,OS_CPU_Exhaustion
2026-05-04T07:48:37Z,12210,16.52811472623589,0.32,0.4,4101849088,3014144000,0.0,0,0,0,1.2946420190617898,0,0,0,0,470,250000000,10000000,150480,120294,0,1,18.879405038549137,9891.876427793295,98.91876427793295,6461,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,3517.1794375296104,0,46,435.62700126207585,98.57014664217778,100,99.30005770651545,14.588527119515257,41.62216718456963,86610,45.54682741238771,8.873528826560818,23.13612426297544,5.903266961980193,-95,3.7121243659132137,-53.276189639117874,41.723810360882126,5140000,15420000,794.6025401939103,1,OS_CPU_Exhaustion
2026-05-04T07:48:54Z,12225,0.39,0.33,0.4,4101849088,3027230720,0.0,0,0,0,1.221234899836317,0,0,188,0,475,250000000,10000000,150197,120305,0,1,15.567993091182545,860.0,8.6,6438,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,21.634145897129137,0,50,13484.753197754617,52.31961994347323,100,32.06818193672458,14.96079551300135,40.1910025559893,86625,45.947326869957955,6.832095659269594,24.51977879148979,5.437547181057211,-95,45.125813291785256,-91.73140291737734,3.2685970826226622,5150000,15450000,48.36699626159057,1,Mist_Network_Congestion
2026-05-04T07:49:12Z,12240,0.44,0.34,0.4,4101849088,3001311232,0.0,0,0,0,1.2190558591008296,0,0,352,0,480,250000000,10000000,150082,120977,0,1,14.923452736510423,3160.0,31.6,6453,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,27.191650301546687,0,41,8194.10038908168,56.277972300114556,100,41.61991815794874,16.730594971926607,41.52088953895664,86640,45.3294195501763,6.6197688940139034,20.307923911623956,4.485428776438245,-95,61.61415104051071,-92.5636745664454,2.4363254335546003,5160000,15480000,18.104711909240905,1,Mist_Network_Congestion
2026-05-04T07:49:30Z,12255,0.34,0.32,0.39,4101849088,3018084352,0.0,0,0,0,1.281830244374429,0,0,168,0,485,250000000,10000000,150000,120182,0,1,22.0616523327293,0.0,0.0,6447,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,32.63104973112429,0,43,14604.956117985366,41.12936730714059,100,41.46422354647038,13.70953657840587,39.66428604876863,86655,45.17844466372537,5.180556209935938,15.22056818840175,4.218627200450531,-95,62.834797089091666,-89.40898000373552,5.591019996264478,5170000,15510000,55.48437877484845,1,Mist_Network_Congestion
2026-05-04T07:49:47Z,12270,0.48,0.35,0.4,4101849088,3025453056,0.0,0,0,0,1.2061229493695413,0,0,326,0,490,250000000,10000000,150505,120215,0,1,17.552337692496458,860.0,8.6,6440,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,48.29741034728396,0,47,11674.12349450108,41.26194138090883,100,48.123777485689516,13.954541965261672,39.61301310519607,86670,45.61106729387159,13.970703119771944,18.68549643255717,4.890389134821383,-95,73.96801041279451,-88.52463392963658,6.475366070363421,5180000,15540000,49.91274435157008,1,Mist_Network_Congestion
2026-05-04T07:50:08Z,12285,0.34,0.33,0.39,4101849088,3027206144,0.0,0,0,0,1.2137709559232515,0,0,133,0,495,250000000,10000000,150929,120319,0,1,14.87971627216906,480.0,4.8,6443,9897,0,0,0,0,0,0,0,12,6,31890,13312,390,60,32.241837533458565,0,45,11220.604265882199,50.94145127486401,100,46.35989336390077,16.16327159423512,41.618161479691565,86685,45.776531757388646,12.972892176120329,17.404661496719342,4.1011296120756375,-95,70.27068119930505,-89.04803850169515,5.951961498304854,5190000,15570000,24.01200264744733,1,Mist_Network_Congestion
